Régime prioritaire;Régime particulier;Type de stationnement;Arrondissement;Nombre places calculées;Nombre places réelles;Zones Résidentielles;Localisation stationnement;Numéro voie;Type voie;Nom voie;Complément numéro voie;Localisation numéro;Parité;Longueur;Largeur;Surface calculée;Signalisation horizontale;Signalisation verticale;Conformité signalisation;Type mobilier;Numéro mobilier;Plage horaire 1-Début;Plage horaire 1-Fin;Plage horaire 2-Début;Plage horaire 2-Fin;Plage horaire 3-Début;Plage horaire 3-Fin;Nouvel identifiant;Ancien identifiant;Code voie Ville de Paris;Numéro séquentiel Tronçon voie;Numéro ilot;Numéro IRIS;Zone ASP;Numéro Section Territoriale de Voirie;Compétence préfecture;Dernière modification;Date du relevé;1er numéro tronçon voie;Dernier numéro tronçon voie;geo_shape;geo_point_2d
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5J;Chaussée;3;RUE DE L';ECOLE POLYTECHNIQUE;;Droit;Impair;14.91243367;2.0;29.82519099;Présente;Absente;Conforme;;0;;;;;;;;309501G20060821113313;3126;1750611777;;;05Z1;STV Sud;;2022-01-27;2022-01-27;1;19;"{""coordinates"": [2.348141373595467, 48.84745262321116], ""type"": ""Point""}";48.84745262321116, 2.348141373595467
LIVRAISON;ZL périodique;Longitudinal;2;1;1;2E;Chaussée;22;RUE DE LA;PAIX;;Droit;Pair;10.3489899;2.0;20.69751694;Présente;Absente;Conforme;;0;;;;;;;;699802G20140918102858;6911;750603585;;;02Z1;STV Centre;;2019-01-04;2020-08-31;18;24;"{""coordinates"": [2.3319141126180245, 48.86985114954496], ""type"": ""Point""}";48.86985114954496, 2.3319141126180245
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11K;Chaussée;10;RUE;GOBERT;;Droit;Pair;13.7988049;2.0;27.60029381;Abimé;Absente;SH Non-conforme;;0;;;;;;;;421402D200509050951;4167;750608752;;;11Z3;STV Nord-Est;;2022-05-03;2021-08-05;8;14;"{""coordinates"": [2.382869875230071, 48.855734278850214], ""type"": ""Point""}";48.855734278850214, 2.382869875230071
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13K;Chaussée;142;BD;VINCENT AURIOL;;Droit;Pair;10.10495304;2.0;20.20934739;Présente;Absente;Conforme;;0;;;;;;;;985310D20081020084133;9829;750616361;;;13Z2;STV Sud-Est;;2021-09-15;2021-04-01;130;146;"{""coordinates"": [2.3606166441346628, 48.83261474780023], ""type"": ""Point""}";48.83261474780023, 2.3606166441346628
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13R;Lincoln;16;RUE;DUCHEFDELAVILLE;;Droit;Pair;9.78808711;2.0;19.57587339;Présente;Absente;Conforme;;0;;;;;;;;295302D200509051213;2980;750616611;;;13Z4;STV Sud-Est;;2020-07-27;2020-07-02;12;18;"{""coordinates"": [2.370015668671526, 48.831820626277285], ""type"": ""Point""}";48.831820626277285, 2.370015668671526
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16U;Chaussée;43;RUE;JEAN DE LA FONTAINE;;Droit;Impair;13.4458053;2.0;26.89231766;Présente;Absente;Conforme;;0;;;;;;;;524911G200509052638;5168;1750610899;;;16Z4;STV Sud-Ouest;;2019-01-04;2020-08-31;43;57;"{""coordinates"": [2.270008198099577, 48.850171159024065], ""type"": ""Point""}";48.850171159024065, 2.270008198099577
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15W;Chaussée;149;RUE;SAINT-CHARLES;;Droit;Impair;4.89233664;2.0;9.78456708;Présente;Absente;Conforme;;0;;;;;;;;851314G200509054275;8794;1750613271;;;15Z2;STV Sud-Ouest;;2019-01-04;2020-08-31;143;149;"{""coordinates"": [2.2823571931387328, 48.84292350331782], ""type"": ""Point""}";48.84292350331782, 2.2823571931387328
LIVRAISON;ZL périodique;Longitudinal;2;1;1;2E;Chaussée;3;RUE DE;LA MICHODIERE;;Droit;Impair;11.18560212;2.0;22.37074329;Présente;Absente;Conforme;;0;;;;;;;;530201G200509050284;5224;1750603852;;;02Z1;STV Centre;;2019-01-04;2020-08-31;1;13;"{""coordinates"": [2.3345357832220817, 48.869279489881585], ""type"": ""Point""}";48.869279489881585, 2.3345357832220817
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12J;Chaussée;216;RUE DE;CHARENTON;;Droit;Pair;12.06338127;2.0;25.82622133;Présente;Absente;Conforme;;0;;;;;;;;179430D20081024130953;1799;750614001;;;12ZE;STV Sud-Est;;2019-01-04;2020-08-31;214;220;"{""coordinates"": [2.3877075867626245, 48.84072615002242], ""type"": ""Point""}";48.84072615002242, 2.3877075867626245
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15L;Chaussée;108;RUE DES;ENTREPRENEURS;;vis-à-vis;Impair;7.39882475;2.0;14.79780239;Présente;Absente;Conforme;;0;;;;;;;;328911G20140228101132;3313;1750613265;;;15Z3;STV Sud-Ouest;;2023-12-20;2023-08-10;105;115;"{""coordinates"": [2.293751270902002, 48.843415926048046], ""type"": ""Point""}";48.843415926048046, 2.293751270902002
LIVRAISON;ZL permanente;Longitudinal;8;1;1;8E;Chaussée;8;RUE;CHAMBIGES;;Droit;Pair;10.51226716;2.0;20.99188636;Présente;Absente;Conforme;;0;;;;;;;;170101D200509050434;1701;750604590;;;08Z1;STV Nord-Ouest;;2019-01-04;2020-08-31;2;10;"{""coordinates"": [2.3038194563145207, 48.86692060666107], ""type"": ""Point""}";48.86692060666107, 2.3038194563145207
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18L;Lincoln;2;RUE;EUGENE SUE;angle rue Marcadet;Droit;Pair;10.11465308;2.0;20.22969118;Présente;Absente;Conforme;;0;;;;;;;;344001D200509051120;3466;750594006;;;18Z3;STV Nord-Ouest;;2024-04-18;2021-08-12;2;20;"{""coordinates"": [2.3457765957379864, 48.89081004040151], ""type"": ""Point""}";48.89081004040151, 2.3457765957379864
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19N;Chaussée;26;RUE DES;LILAS;;vis-à-vis;Impair;10.093396;2.0;20.19452673;Présente;Absente;Conforme;;0;;;;;;;;568304G200509051334;5622;1750594249;;;19Z8;STV Nord-Est;;2020-09-01;2020-08-27;31;39;"{""coordinates"": [2.3965734726541434, 48.87995068347096], ""type"": ""Point""}";48.87995068347096, 2.3965734726541434
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13N;Lincoln;111;BD;MASSENA;;Droit;Impair;11.90966059;2.0;23.81897847;Présente;Absente;Conforme;;0;;;;;;;;615513G20081103134614;6072;1750618844;;;13Z6;STV Sud-Est;;2022-01-07;2021-12-24;107;111;"{""coordinates"": [2.36524815482337, 48.819924511113555], ""type"": ""Point""}";48.819924511113555, 2.36524815482337
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11E;Chaussée;160;RUE;OBERKAMPF;;vis-à-vis;Impair;8.48041895;2.0;16.96079759;Présente;Absente;Conforme;;0;;;;;;;;685821G200509051625;6802;1750604522;;;11Z1;STV Nord-Est;;2020-08-14;2020-07-27;151;159;"{""coordinates"": [2.382449242491286, 48.866939232615266], ""type"": ""Point""}";48.866939232615266, 2.382449242491286
LIVRAISON;ZL permanente;Longitudinal;3;1;1;3E;Chaussée;10;RUE DES;FONTAINES DU TEMPLE;;Droit;Pair;7.97542922;2.0;15.95127526;Présente;Absente;Conforme;;0;;;;;;;;372302D200509050310;3735;750604965;;;03Z1;STV Centre;;2019-01-04;2020-08-31;10;16;"{""coordinates"": [2.3591613821374864, 48.865666071130114], ""type"": ""Point""}";48.865666071130114, 2.3591613821374864
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12P;Lincoln;1;RUE;DAGORNO;;Droit;Impair;13.91621771;2.0;27.83296771;Présente;Absente;Conforme;;0;;;;;;;;251101G20081024143913;2503;1750613398;;;12ZF;STV Sud-Est;;2020-08-13;2020-07-30;1;27;"{""coordinates"": [2.39803681007433, 48.84238098193035], ""type"": ""Point""}";48.84238098193035, 2.39803681007433
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14H;Chaussée;4;RUE;FERRUS;;Droit;Pair;6.96412226;2.0;13.92801402;Abimé;Absente;SH Non-conforme;;0;;;;;;;;362301D200509051102;3635;750616937;;;14Z3A;STV Sud;;2022-07-27;2021-07-22;2;20;"{""coordinates"": [2.3407416005619557, 48.83140117227028], ""type"": ""Point""}";48.83140117227028, 2.3407416005619557
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8K;Chaussée;95;RUE DE;MIROMESNIL;;Droit;Impair;10.79898562;2.0;22.77102147;Présente;Absente;Conforme;;0;;;;;;;;638708G200509052000;6312;1750600423;;;08Z5;STV Nord-Ouest;;2019-01-04;2020-08-31;87;95;"{""coordinates"": [2.3154072126832155, 48.87981464002236], ""type"": ""Point""}";48.87981464002236, 2.3154072126832155
LIVRAISON;ZL périodique;Longitudinal;3;1;1;34F;Lincoln;68;RUE DE;TURENNE;BIS;Droit;Pair;7.01773053;2.0;14.03538145;Présente;Absente;Conforme;;0;;;;;;;;950609D20140320140034;9492;750607454;;;03Z3;STV Centre;;2019-01-04;2020-08-31;64;68;"{""coordinates"": [2.3646047401667043, 48.85992149199702], ""type"": ""Point""}";48.85992149199702, 2.3646047401667043
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11E;Chaussée;56;RUE DE LA;FONTAINE AU ROI;;Droit;Pair;10.85320754;2.0;21.70679955;Présente;Absente;Conforme;;0;;;;;;;;371705D200509050871;3731;750604106;;;11Z1;STV Nord-Est;;2019-01-04;2020-08-31;44;68;"{""coordinates"": [2.3736065136945714, 48.86811772642937], ""type"": ""Point""}";48.86811772642937, 2.3736065136945714
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15L;Chaussée;29;RUE DE;LOURMEL;;Droit;Impair;4.13648211;2.0;8.29736244;Présente;Absente;Conforme;;0;;;;;;;;581405G20140204121144;5755;1750611445;;;15Z3;STV Sud-Ouest;;2020-08-18;2020-08-05;25;35;"{""coordinates"": [2.2905408206812163, 48.84848058327754], ""type"": ""Point""}";48.84848058327754, 2.2905408206812163
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7G;Contre allée;27;AV;RAPP;;Droit;Impair;7.93013194;2.0;15.86024078;Abimé;Absente;SH Non-conforme;;0;;;;;;;;804106G200509051546;8052;1750607558;;;07Z1;STV Sud;;2019-08-20;2020-08-31;25;29;"{""coordinates"": [2.3008799662584, 48.85934956190252], ""type"": ""Point""}";48.85934956190252, 2.3008799662584
LIVRAISON;ZL permanente;Longitudinal;14;4;4;14L;Contre allée;7;AV DU;GENERAL LECLERC;;Droit;Impair;23.79698703;2.0;47.59365358;Présente;Avec panonceau;SV Non-conforme;;0;;;;;;;;406302G200509051226;4036;1750616427;;;14Z2A;STV Sud;;2019-01-04;2020-08-31;5;15;"{""coordinates"": [2.33154114618081, 48.833035920937505], ""type"": ""Point""}";48.833035920937505, 2.33154114618081
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16Z;Chaussée;21;BD;EXELMANS;;Droit;Impair;9.74400704;2.0;19.48805353;Présente;Absente;Conforme;;0;;;;;;;;346503G200509051390;3488;1750614009;;;16Z6;STV Sud-Ouest;;2020-08-24;2020-08-11;19;21;"{""coordinates"": [2.265160609244143, 48.84054378135699], ""type"": ""Point""}";48.84054378135699, 2.265160609244143
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10E;Chaussée;25;AV;CLAUDE VELLEFAUX;;Droit;Impair;9.79600023;2.0;19.59200084;Présente;Absente;Conforme;;0;;;;;;;;208803G200509050456;2092;1750601794;;;10Z4;STV Centre;;2019-01-04;2020-08-31;17;25;"{""coordinates"": [2.3702231063012964, 48.875967298596215], ""type"": ""Point""}";48.875967298596215, 2.3702231063012964
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16F;Chaussée;25;AV;VICTOR HUGO;;Droit;Impair;10.55411197;2.0;21.108695;Présente;Absente;Conforme;;0;;;;;;;;976103G200509055151;9761;1750602784;;;16Z1;STV Sud-Ouest;;2021-12-28;2021-12-28;15;27;"{""coordinates"": [2.2911244902292833, 48.87206077863285], ""type"": ""Point""}";48.87206077863285, 2.2911244902292833
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Chaussée;6;RUE DES;DEUX PONTS;;vis-à-vis;Impair;16.25523274;2.0;32.51083225;Présente;Absente;Conforme;;0;;;;;;;;277401D200509050291;2790;1750610380;;;04Z3;STV Centre;;2022-01-11;2022-01-11;1;21;"{""coordinates"": [2.3561639305415696, 48.85143950629887], ""type"": ""Point""}";48.85143950629887, 2.3561639305415696
LIVRAISON;ZL permanente;Longitudinal;4;1;1;34F;Chaussée;12;RUE;CHARLES V;;Droit;Pair;10.18834879;2.0;20.37691906;Présente;Absente;Conforme;;0;;;;;;;;181302D200509050254;1822;750609803;;;04Z3;STV Centre;;2022-01-07;2022-01-07;6;16;"{""coordinates"": [2.3622630091853014, 48.85318694889197], ""type"": ""Point""}";48.85318694889197, 2.3622630091853014
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10G;Lincoln;90;BD DE;MAGENTA;;vis-à-vis;Impair;14.52245448;2.0;29.04477916;Présente;Absente;Conforme;;0;;;;;;;;590714G20070222112044;5835;1750601326;;;10Z1;STV Centre;;2025-05-21;2025-04-01;0;85;"{""coordinates"": [2.355273476208875, 48.87702684779326], ""type"": ""Point""}";48.87702684779326, 2.355273476208875
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10E;Chaussée;177;RUE;SAINT-MAUR;;Droit;Impair;10.27909965;2.0;20.56088511;Présente;Absente;Conforme;;0;;;;;;;;869922G20070710144223;8922;1750603278;;;10Z4;STV Centre;;2021-12-03;2021-12-03;177;187;"{""coordinates"": [2.372744158167364, 48.87069597208028], ""type"": ""Point""}";48.87069597208028, 2.372744158167364
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18F;Chaussée;11;RUE;JOSEPH DE MAISTRE;angle rue Constance;Droit;Impair;6.51301788;2.0;13.6723944;Abimé;Absente;SH Non-conforme;;0;;;;;;;;501001G200509051505;4899;1750598726;;;18Z6;STV Nord-Ouest;;2024-04-18;2021-08-14;1;11;"{""coordinates"": [2.333897491365159, 48.886124462185975], ""type"": ""Point""}";48.886124462185975, 2.333897491365159
LIVRAISON;ZL permanente;Longitudinal;9;1;1;9E;Chaussée;11;RUE DE;VINTIMILLE;;Droit;Impair;12.55674389;2.0;25.02162161;Présente;Absente;Conforme;;0;;;;;;;;986602G200509051824;9837;1750599721;;;1;STV Centre;;2022-05-27;2021-08-04;7;19;"{""coordinates"": [2.3292788736358605, 48.8825112138596], ""type"": ""Point""}";48.8825112138596, 2.3292788736358605
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17H;Chaussée;32;RUE;PIERRE DEMOURS;;Droit;Pair;9.82366409;2.0;19.64761038;Présente;Absente;Conforme;;0;;;;;;;;742604D200509053278;7384;750600081;;;17ZG;STV Nord-Ouest;;2019-01-04;2020-08-31;20;32;"{""coordinates"": [2.294476725702195, 48.88118334741091], ""type"": ""Point""}";48.88118334741091, 2.294476725702195
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15J;Chaussée;10;RUE;MATHURIN REGNIER;;Droit;Pair;11.40505691;2.0;22.8101672;Présente;Absente;Conforme;;0;;;;;;;;617401D200509053569;6089;750614375;;;15Z8;STV Sud-Ouest;;2019-01-04;2020-08-31;2;36;"{""coordinates"": [2.307114514840708, 48.8405224770381], ""type"": ""Point""}";48.8405224770381, 2.307114514840708
LIVRAISON;ZL permanente;Longitudinal;13;2;2;13H;Chaussée;93;RUE;BROCA;;Droit;Impair;21.63793305;2.0;43.27622203;Présente;Absente;Conforme;;0;;;;;;;;131304G200509050476;1312;1750595544;;;13Z1;STV Sud-Est;;2020-07-24;2020-07-09;87;97;"{""coordinates"": [2.346573398618584, 48.83561841976988], ""type"": ""Point""}";48.83561841976988, 2.346573398618584
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13E;Lincoln;164;BD;MASSENA;;Droit;Pair;6.84944833;2.0;13.69885599;Abimé;Absente;SH Non-conforme;;0;;;;;;;;615524D20140320112939;6072;750618943;;;13Z5;STV Sud-Est;;2019-11-21;2020-08-31;148;168;"{""coordinates"": [2.360534512631594, 48.81925123254442], ""type"": ""Point""}";48.81925123254442, 2.360534512631594
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17S;Chaussée;63;RUE;GUY MOQUET;;Droit;Impair;12.09096697;2.0;24.18143876;Présente;Absente;Conforme;;0;;;;;;;;444006G20131031152136;4392;1750597280;;;17ZA;STV Nord-Ouest;;2019-01-04;2020-08-31;53;73;"{""coordinates"": [2.3260581224150885, 48.89275111593559], ""type"": ""Point""}";48.89275111593559, 2.3260581224150885
LIVRAISON;ZL périodique;Longitudinal;2;1;1;2E;Lincoln;4;RUE;POISSONNIERE;;Droit;Pair;13.52858589;2.0;30.83803313;Présente;Absente;Conforme;;0;;;;;;;;756101D200509050486;7519;750603966;;;02Z1;STV Centre;;2024-04-18;2020-07-16;2;6;"{""coordinates"": [2.3477353362854756, 48.86861840573996], ""type"": ""Point""}";48.86861840573996, 2.3477353362854756
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12E;Chaussée;231;RUE DE;BERCY;;Droit;Impair;4.93295626;2.0;9.86611229;Présente;Absente;Conforme;;0;;;;;;;;088116G200509050309;0877;1750612093;;;12ZA;STV Sud-Est;;2019-01-04;2020-08-31;229;233;"{""coordinates"": [2.369535755612201, 48.8467147301162], ""type"": ""Point""}";48.8467147301162, 2.369535755612201
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13L;Chaussée;51;AV D';ITALIE;;Droit;Impair;8.29777608;2.0;16.58683337;Abimé;Absente;SH Non-conforme;;0;;;;;;;;475404G200509051729;4682;1750617868;;;13Z3;STV Sud-Est;;2020-07-29;2020-07-09;41;51;"{""coordinates"": [2.3571305683490986, 48.82691795647363], ""type"": ""Point""}";48.82691795647363, 2.3571305683490986
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16G;Chaussée;6;RUE;NEWTON;;Droit;Pair;10.19471382;2.0;20.38961589;Présente;Absente;Conforme;;0;;;;;;;;673902D200509053762;6681;750603075;;;16Z2;STV Sud-Ouest;;2019-01-04;2020-08-31;4;12;"{""coordinates"": [2.296582428302648, 48.87114472091883], ""type"": ""Point""}";48.87114472091883, 2.296582428302648
LIVRAISON;ZL périodique;Longitudinal;2;1;1;2E;Lincoln;19;RUE;POISSONNIERE;;Droit;Impair;8.40200847;2.0;16.80424973;Abimé;Absente;SH Non-conforme;;0;;;;;;;;756103G200509050489;7519;1750603719;;;02Z1;STV Centre;;2021-09-30;2021-04-01;15;31;"{""coordinates"": [2.3477752676963095, 48.869571909980266], ""type"": ""Point""}";48.869571909980266, 2.3477752676963095
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10F;Lincoln;6;RUE DE L';ECHIQUIER;;vis-à-vis;Impair;12.05117903;2.0;22.27320178;Abimé;Absente;SH Non-conforme;;0;;;;;;;;308401G20150220133805;3116;1750603149;;;10Z2;STV Centre;;2019-01-04;2020-08-31;1;9;"{""coordinates"": [2.3526832801736637, 48.87106397974957], ""type"": ""Point""}";48.87106397974957, 2.3526832801736637
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12G;Chaussée;83;AV;DAUMESNIL;;Droit;Impair;10.40292;2.0;20.80578006;Présente;Absente;Conforme;;0;;;;;;;;258409G200509050912;2578;1750612473;;;12ZC;STV Sud-Est;;2019-01-04;2020-08-31;77;97;"{""coordinates"": [2.378424880828509, 48.845846528866325], ""type"": ""Point""}";48.845846528866325, 2.378424880828509
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10G;Lincoln;82;RUE D';HAUTEVILLE;;Droit;Pair;11.09199331;2.0;22.19514248;Présente;Absente;Conforme;;0;;;;;;;;449708D20140321094005;4446;750601476;;;10Z2;STV Centre;;2020-08-28;2020-08-13;0;82;"{""coordinates"": [2.3512117659930434, 48.87631622182932], ""type"": ""Point""}";48.87631622182932, 2.3512117659930434
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12J;Chaussée;29;BD DE;REUILLY;*** réservé aux véhicules d'approvisionnement du marché, le mardi et le vendredi;Droit;Impair;8.20467653;2.0;16.4095563;Présente;Absente;Conforme;;0;;;;;;;;817403G200509052574;8158;1750614383;;;12ZE;STV Sud-Est;;2019-07-26;2020-08-31;25;43;"{""coordinates"": [2.3922697041225547, 48.839264904662116], ""type"": ""Point""}";48.839264904662116, 2.3922697041225547
LIVRAISON;ZL périodique;Longitudinal;16;2;2;16I;Place;11;PL DES;ETATS-UNIS;;Droit;Impair;14.71453979;2.0;29.4296277;Abimé;Absente;SH Non-conforme;;0;;;;;;;;338104G20131216104922;3406;1750604307;;;16Z2;STV Sud-Ouest;;2019-01-04;2020-08-31;1;11;"{""coordinates"": [2.293767025053103, 48.86784681692571], ""type"": ""Point""}";48.86784681692571, 2.293767025053103
LIVRAISON;ZL périodique;Longitudinal;1;1;1;1E;Chaussée;20;RUE DE;BEAUJOLAIS;;Droit;Pair;7.93810614;2.0;15.81744043;Présente;Absente;Conforme;;0;;;;;;;;077603D200509050058;0773;750604776;;;01Z2;STV Centre;;2024-04-18;2020-07-15;16;20;"{""coordinates"": [2.338031696102716, 48.86627392927379], ""type"": ""Point""}";48.86627392927379, 2.338031696102716
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8L;Chaussée;57;BD DES;BATIGNOLLES;;Droit;Impair;10.00782932;2.0;20.01146382;Présente;Absente;Conforme;;0;;;;;;;;071907G200509050202;0702;1750599964;;;08Z5;STV Nord-Ouest;;2019-01-04;2020-08-31;51;63;"{""coordinates"": [2.317990420026915, 48.881443155022666], ""type"": ""Point""}";48.881443155022666, 2.317990420026915
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20H;Chaussée;33;RUE DES;GRANDS CHAMPS;;Droit;Impair;13.41297654;2.0;26.82632492;Présente;Absente;Conforme;;0;;;;;;;;428703G200509051007;4248;1750610423;;;20Z6;STV Nord-Est;;2019-01-04;2020-08-31;29;57;"{""coordinates"": [2.402189838327003, 48.8509911395676], ""type"": ""Point""}";48.8509911395676, 2.402189838327003
LIVRAISON;ZL permanente;Longitudinal;16;1;1;16V;Chaussée;21;RUE DE;REMUSAT;;Droit;Impair;13.5244144;2.0;27.04954414;Présente;Absente;Conforme;;0;;;;;;;;812203G200509054544;8112;1750611543;;;16Z4;STV Sud-Ouest;;2021-12-02;2021-08-10;21;27;"{""coordinates"": [2.271248917399718, 48.84792222849384], ""type"": ""Point""}";48.84792222849384, 2.271248917399718
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10E;Chaussée;17;RUE;JULIETTE DODU;;vis-à-vis;Impair;15.92676657;2.0;31.85340827;Présente;Absente;Conforme;;0;;;;;;;;511601G20110722153420;4981;1750602278;;;10Z4;STV Centre;;2022-08-01;2022-08-01;1;19;"{""coordinates"": [2.369375295081339, 48.87497363959899], ""type"": ""Point""}";48.87497363959899, 2.369375295081339
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5J;Demi lincoln;8;RUE DES;ECOLES;;Droit;Pair;8.49218321;2.0;16.98548882;Abimé;Absente;SH Non-conforme;;0;19:30;07:30;09:30;16:30;;;;309804D20111129105649;3129;750611472;;;05Z2;STV Sud;;2024-04-18;2022-01-17;8;12;"{""coordinates"": [2.3500061823358296, 48.84827380604412], ""type"": ""Point""}";48.84827380604412, 2.3500061823358296
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15P;Chaussée;164;RUE DE;JAVEL;;Droit;Pair;5.01487718;2.0;9.99453309;Présente;Absente;Conforme;;0;;;;;;;;484311D200509052768;4758;750613686;;;15Z3;STV Sud-Ouest;;2019-01-04;2020-08-31;164;168;"{""coordinates"": [2.2907958241196917, 48.84164402905568], ""type"": ""Point""}";48.84164402905568, 2.2907958241196917
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20H;Chaussée;3;RUE DU;GENERAL NIESSEL;;Droit;Impair;10.96553971;2.0;21.93143997;Abimé;Absente;SH Non-conforme;;0;;;;;;;;407401G20080801154220;3999;1750611674;;;20Z6;STV Nord-Est;;2021-06-16;2020-08-30;1;15;"{""coordinates"": [2.409093008666928, 48.84847075729685], ""type"": ""Point""}";48.84847075729685, 2.409093008666928
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18P;Chaussée;32;RUE;VAUVENARGUES;;Droit;Pair;10.74964877;2.0;21.49970879;Présente;Absente;Conforme;;0;;;;;;;;962802D20140901160117;9675;750597208;;;18Z7;STV Nord-Ouest;;2019-01-04;2020-08-31;16;32;"{""coordinates"": [2.332959648733735, 48.8938726146315], ""type"": ""Point""}";48.8938726146315, 2.332959648733735
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10F;Chaussée;62;RUE DU;FAUBOURG SAINT-DENIS;;Droit;Pair;7.31945698;2.0;14.63905884;Présente;Absente;Conforme;;0;;;;;;;;351605D20060315163923;3541;750602695;;;10Z2;STV Centre;;2019-01-04;2020-08-31;56;68;"{""coordinates"": [2.3542717338541896, 48.872578597363166], ""type"": ""Point""}";48.872578597363166, 2.3542717338541896
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8K;Chaussée;47;RUE DU;ROCHER;;Droit;Impair;9.21869222;2.0;18.46762761;Abimé;Absente;SH Non-conforme;;0;;;;;;;;829104G200509052458;8268;1750594543;;;08Z5;STV Nord-Ouest;;2020-08-28;2020-08-19;41;47;"{""coordinates"": [2.320186199549823, 48.87798501449999], ""type"": ""Point""}";48.87798501449999, 2.320186199549823
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17S;Chaussée;114;RUE DES;MOINES;;Droit;Pair;10.08190467;2.0;20.16373814;Présente;Absente;Conforme;;0;;;;;;;;640109D20070524111257;6327;750597366;;;17ZA;STV Nord-Ouest;;2020-09-02;2020-08-25;100;122;"{""coordinates"": [2.322971182225024, 48.89289839801079], ""type"": ""Point""}";48.89289839801079, 2.322971182225024
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14P;Chaussée;43;RUE;BOISSONADE;;vis-à-vis;Pair;13.22480042;2.0;26.4487745;Présente;Absente;Conforme;;0;;;;;;;;107902D200509050290;1085;750614792;;;14Z4B;STV Sud;;2021-09-30;2020-08-04;24;62;"{""coordinates"": [2.3323569357978977, 48.83858232692294], ""type"": ""Point""}";48.83858232692294, 2.3323569357978977
LIVRAISON;ZL permanente;Longitudinal;1;2;2;1E;Chaussée;46;RUE DE L';ARBRE SEC;;Droit;Pair;18.15509825;2.0;36.30953494;Présente;Absente;Conforme;;0;;;;;;;;040703D20141120161133;0385;750607155;;;01Z2;STV Centre;;2022-07-27;2022-07-18;44;50;"{""coordinates"": [2.3424530498571587, 48.8606184392254], ""type"": ""Point""}";48.8606184392254, 2.3424530498571587
LIVRAISON;ZL permanente;Longitudinal;4;2;2;4E;Demi lincoln;82;RUE DE;RIVOLI;;Droit;Pair;13.97953497;2.0;28.02878951;Présente;Avec panonceau;SV Non-conforme;;0;19:30;07:30;09:30;16:30;;;;824912D200509050626;8229;750608161;;;04Z1;STV Centre;;2019-01-04;2020-08-31;74;82;"{""coordinates"": [2.350450541536518, 48.85785996602136], ""type"": ""Point""}";48.85785996602136, 2.350450541536518
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17L;Chaussée;119;BD;PEREIRE;;Droit;Impair;6.50000277;2.0;13.00010581;Présente;Absente;Conforme;;0;;;;;;;;725811G200509053051;7208;1750598838;;;17ZE;STV Nord-Ouest;;2021-09-16;2020-08-27;97;119;"{""coordinates"": [2.2988728997034054, 48.88558937274612], ""type"": ""Point""}";48.88558937274612, 2.2988728997034054
