Régime prioritaire;Régime particulier;Type de stationnement;Arrondissement;Nombre places calculées;Nombre places réelles;Zones Résidentielles;Localisation stationnement;Numéro voie;Type voie;Nom voie;Complément numéro voie;Localisation numéro;Parité;Longueur;Largeur;Surface calculée;Signalisation horizontale;Signalisation verticale;Conformité signalisation;Type mobilier;Numéro mobilier;Plage horaire 1-Début;Plage horaire 1-Fin;Plage horaire 2-Début;Plage horaire 2-Fin;Plage horaire 3-Début;Plage horaire 3-Fin;Nouvel identifiant;Ancien identifiant;Code voie Ville de Paris;Numéro séquentiel Tronçon voie;Numéro ilot;Numéro IRIS;Zone ASP;Numéro Section Territoriale de Voirie;Compétence préfecture;Dernière modification;Date du relevé;1er numéro tronçon voie;Dernier numéro tronçon voie;geo_shape;geo_point_2d
LIVRAISON;ZL permanente;Longitudinal;4;1;1;34F;Chaussée;7;RUE DE;SCHOMBERG;;Droit;Impair;11.20693934;2.0;22.41393076;Présente;Absente;Conforme;;;;;;;;;55700;;8507;1750611192;;;04Z3;STV Centre;;2025-10-23;2025-10-23;1;7;"{""coordinates"": [2.3636018162617463, 48.84956994529432], ""type"": ""Point""}";48.84956994529432, 2.3636018162617463
LIVRAISON;ZL permanente;Longitudinal;20;1;1;20R;Chaussée;7;RUE;ERNEST LEFEVRE;;Droit;Impair;10.67603052;2.0;21.35244373;Présente;Absente;Conforme;;;;;;;;;49958;;3377;1750603826;;;20Z3;STV Nord-Est;;2025-03-17;2023-07-27;7;9;"{""coordinates"": [2.403184991755248, 48.869046775230515], ""type"": ""Point""}";48.869046775230515, 2.403184991755248
LIVRAISON;ZL permanente;Longitudinal;13;1;1;13E;Chaussée;5;RUE;BRILLAT-SAVARIN;;Droit;Impair;9.96466698;2.0;19.92937626;Présente;Absente;Conforme;;;;;;;;;52665;;1302;1750595939;;;13Z5;STV Sud-Est;;2024-12-27;2024-12-05;1;15;"{""coordinates"": [2.351659730717923, 48.821764016552564], ""type"": ""Point""}";48.821764016552564, 2.351659730717923
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18P;Chaussée;122;AV DE;SAINT-OUEN;;Droit;Pair;9.77071784;2.0;19.54100831;Présente;Absente;Conforme;;;;;;;;;52753;;8941;750596901;;;18Z7;STV Nord-Ouest;;2025-01-06;2023-08-14;118;122;"{""coordinates"": [2.3281596804485756, 48.895101384290854], ""type"": ""Point""}";48.895101384290854, 2.3281596804485756
LIVRAISON;ZL permanente;Longitudinal;3;2;2;3E;Chaussée;169;RUE DU;TEMPLE;;Droit;Impair;16.00109733;2.0;32.00144257;Présente;Absente;Conforme;;;;;;;;;52791;;9158;1750605374;;;03Z1;STV Centre;;2025-01-09;2025-01-02;165;175;"{""coordinates"": [2.359884075338214, 48.864896460061196], ""type"": ""Point""}";48.864896460061196, 2.359884075338214
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12P;Chaussée;82;RUE DE;PICPUS;;Droit;Pair;10.29738014;2.0;20.60220688;Présente;Absente;Conforme;;;;;;;;;30721;;7363;750613759;;;12ZF;STV Sud-Est;;2020-08-13;2020-07-30;72;82;"{""coordinates"": [2.398550791987102, 48.84144128010816], ""type"": ""Point""}";48.84144128010816, 2.398550791987102
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11L;Chaussée;159;BD;VOLTAIRE;;Droit;Impair;10.50003658;2.0;20.99992789;Présente;Absente;Conforme;;;;;;;;;27509;;9872;1750609008;;;11Z3;STV Nord-Est;;2020-08-14;2020-07-24;151;161;"{""coordinates"": [2.384954313176762, 48.85496866209913], ""type"": ""Point""}";48.85496866209913, 2.384954313176762
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11L;Place;11;PL DE LA;NATION;;Droit;Impair;8.49998318;2.0;16.99963266;Présente;Absente;Conforme;;;;;;;;;27346;;6625;1750611086;;;11Z4;STV Nord-Est;;2021-09-06;2020-07-01;11;11;"{""coordinates"": [2.3969045150075865, 48.849263630622815], ""type"": ""Point""}";48.849263630622815, 2.3969045150075865
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19K;Chaussée;72;RUE;PETIT;;Droit;Pair;7.0784794;2.0;14.15708652;Présente;Absente;Conforme;;;;;;;;;27044;;7264;750598782;;;19Z3;STV Nord-Est;;2019-07-25;2020-08-31;68;74;"{""coordinates"": [2.3875213260414005, 48.88574397070135], ""type"": ""Point""}";48.88574397070135, 2.3875213260414005
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11G;Chaussée;;BD;VOLTAIRE;devant le Bataclan;Droit;Pair;10.69652627;2.0;21.39313089;Présente;Absente;Conforme;;;;;;;;;27402;;9872;750606109;;;11Z2;STV Nord-Est;;2019-09-24;2020-08-31;48;52;"{""coordinates"": [2.370960298685169, 48.86320590081462], ""type"": ""Point""}";48.86320590081462, 2.370960298685169
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16N;Chaussée;71;AV;PAUL DOUMER;;Droit;Impair;10.1295691;2.0;20.25887497;Présente;Absente;Conforme;;;;;;;;;51612;;7081;1750595072;;;16Z3;STV Sud-Ouest;;2024-06-19;2024-06-14;71;77;"{""coordinates"": [2.2784765514097787, 48.859543882780066], ""type"": ""Point""}";48.859543882780066, 2.2784765514097787
LIVRAISON;ZL permanente;Longitudinal;3;2;2;3E;Chaussée;74;RUE DE;TURBIGO;;Droit;Pair;26.12537805;2.0;52.25124962;Présente;Absente;Conforme;;;;;;;;;29189;;9490;750604622;;;03Z1;STV Centre;;2020-08-07;2020-07-20;72;78;"{""coordinates"": [2.3607888034348563, 48.866485733764804], ""type"": ""Point""}";48.866485733764804, 2.3607888034348563
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19F;Chaussée;1;RUE DE;MAGENTA;;Droit;Impair;9.94079887;2.0;19.88165987;Présente;Absente;Conforme;;;;;;;;;27893;;5837;1750593764;;;19Z2;STV Nord-Est;;2023-11-20;2020-08-31;1;5;"{""coordinates"": [2.3897447073242892, 48.90110166810673], ""type"": ""Point""}";48.90110166810673, 2.3897447073242892
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14M;Chaussée;6;RUE;PERNETY;;Droit;Impair;7.09392405;2.0;14.18788583;Présente;Absente;Conforme;;;;;;;;;54684;;7228;1750616378;;;14Z1A;STV Sud;;2025-07-30;2025-07-30;1;29;"{""coordinates"": [2.3201556657642937, 48.832716853600786], ""type"": ""Point""}";48.832716853600786, 2.3201556657642937
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8E;Chaussée;3;RUE;MARBEUF;;Droit;Impair;13.51607386;2.0;27.03204547;Présente;Absente;Conforme;;;;;;;;;35322;;5919;1750604378;;;08Z1;STV Nord-Ouest;;2022-05-17;2021-08-02;3;7;"{""coordinates"": [2.302088060997283, 48.867415970766686], ""type"": ""Point""}";48.867415970766686, 2.302088060997283
LIVRAISON;ZL permanente;Longitudinal;12;2;2;12H;Place;24;PL DE LA;NATION;;Droit;Pair;17.39235354;2.0;34.65226097;Présente;Absente;Conforme;;;;;;;;;31733;;6625;750611781;;;12ZB;STV Sud-Est;;2021-09-07;2020-07-01;20;24;"{""coordinates"": [2.3964882179277414, 48.847357042603576], ""type"": ""Point""}";48.847357042603576, 2.3964882179277414
LIVRAISON;ZL permanente;Longitudinal;13;6;6;13F;Demi lincoln;5;RUE DE L';AMIRAL MOUCHEZ;11;Droit;Impair;56.18876718;2.0;112.37828297;Présente;Absente;Conforme;;;;;;;;;33742;;0285;1750618210;;;13Z5;STV Sud-Est;;2020-08-21;2020-08-03;3;13;"{""coordinates"": [2.341684494811447, 48.82571034946934], ""type"": ""Point""}";48.82571034946934, 2.341684494811447
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14G;Lincoln;19;AV;PIERRE MASSE;;Droit;Impair;9.94998485;2.0;19.89968674;Abimé;Absente;SH Non-conforme;;;;;;;;;46481;;7418;1750595813;;;14Z3B;STV Sud;;2022-11-02;2022-08-28;1;23;"{""coordinates"": [2.333339525305582, 48.81782814889897], ""type"": ""Point""}";48.81782814889897, 2.333339525305582
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10E;Chaussée;1;RUE DU;CHALET;;Droit;Impair;15.35758785;2.0;30.71525497;Présente;Absente;Conforme;;;;;;;;;34957;;1686;1750602491;;;10Z4;STV Centre;;2020-08-26;2020-08-18;1;9;"{""coordinates"": [2.3744216127896807, 48.87311797430006], ""type"": ""Point""}";48.87311797430006, 2.3744216127896807
LIVRAISON;ZL permanente;Longitudinal;1;2;2;1E;Chaussée;43;RUE DE;RIVOLI;;Centre;Impair;17.99999262;2.0;35.99970238;Présente;Absente;Conforme;;;;;;;;;37774;;8229;1750607770;;;01Z2;STV Centre;;2022-07-28;2022-07-19;41;43;"{""coordinates"": [2.3478921200147838, 48.85863199534663], ""type"": ""Point""}";48.85863199534663, 2.3478921200147838
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18F;Chaussée;28;RUE;DAMREMONT;;Droit;Pair;15.03840544;2.0;30.07732072;Présente;Absente;Conforme;;;;;;;;;54778;;2527;750594084;;;18Z6;STV Nord-Ouest;;2025-08-01;2025-08-01;22;32;"{""coordinates"": [2.3333339851328474, 48.8888470023547], ""type"": ""Point""}";48.8888470023547, 2.3333339851328474
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18E;Chaussée;4;RUE;FELIX ZIEM;;Droit;Pair;10.08259362;2.0;20.16470575;Présente;Absente;Conforme;;;;;;;;;54779;;3583;750594078;;;18Z6;STV Nord-Ouest;;2025-08-01;2025-08-01;2;12;"{""coordinates"": [2.333333961429361, 48.88964091494688], ""type"": ""Point""}";48.88964091494688, 2.333333961429361
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19H;Chaussée;129;RUE DE;MEAUX;;Droit;Impair;10.87962822;2.0;21.75867614;Présente;Absente;Conforme;;;;;;;;;37017;;6151;1750598980;;;19Z4;STV Nord-Est;;2020-09-01;2020-08-26;127;139;"{""coordinates"": [2.3800108359659538, 48.885021307165275], ""type"": ""Point""}";48.885021307165275, 2.3800108359659538
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15E;Chaussée;9;BD DE;GRENELLE;;Droit;Impair;7.5484847;2.0;15.09705137;Présente;Absente;Conforme;;;;;;;;;40479;;4272;1750609756;;;15Z1;STV Sud-Ouest;;2021-09-08;2021-09-08;1;27;"{""coordinates"": [2.2895021449664976, 48.85400641013771], ""type"": ""Point""}";48.85400641013771, 2.2895021449664976
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18R;Lincoln;45;BD;NEY;;Droit;Impair;10.05841324;2.0;20.11721133;Présente;Absente;Conforme;;;;;;;;;39712;;6683;1750596543;;;18Z7;STV Nord-Ouest;;2021-06-23;2021-03-01;133;153;"{""coordinates"": [2.330881875463495, 48.8975566669332], ""type"": ""Point""}";48.8975566669332, 2.330881875463495
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9G;Chaussée;10;RUE DE;MONTHOLON;;Droit;Pair;11.49998663;2.0;23.00029103;Présente;Absente;Conforme;;;;;;;;;40123;;6430;750601276;;;3;STV Centre;;2021-08-02;2021-04-01;2;10;"{""coordinates"": [2.347547739886338, 48.87663093526097], ""type"": ""Point""}";48.87663093526097, 2.347547739886338
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12H;Chaussée;212;RUE DU;FAUBOURG SAINT-ANTOINE;;Droit;Pair;13.41819516;2.0;26.83632649;Présente;Absente;Conforme;;;;;;;;;40171;;3540;750610898;;;12ZB;STV Sud-Est;;2022-07-15;2022-07-15;202;218;"{""coordinates"": [2.38666262230076, 48.84974784759449], ""type"": ""Point""}";48.84974784759449, 2.38666262230076
LIVRAISON;ZL permanente;Longitudinal;7;1;1;7K;Chaussée;26;AV DE;SAXE;;Droit;Impair;6.9597692;2.0;13.91940491;Présente;Absente;Conforme;;;;;;;;;50957;;8495;1750611217;;;07Z2;STV Sud;;2024-03-18;2024-03-18;22;0;"{""coordinates"": [2.3083835165551303, 48.84915872146824], ""type"": ""Point""}";48.84915872146824, 2.3083835165551303
LIVRAISON;ZL permanente;Longitudinal;7;1;1;7G;Chaussée;18;RUE;JEAN NICOT;;Droit;Pair;9.99999058;2.0;20.00021938;Présente;Absente;Conforme;;;;;;;;;51857;;4834;750607371;;;07Z1;STV Sud;;2024-07-11;2024-08-02;10;26;"{""coordinates"": [2.307394620609856, 48.860381956692976], ""type"": ""Point""}";48.860381956692976, 2.307394620609856
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10F;Chaussée;9;RUE DES;PETITES ECURIES;;vis-à-vis;Impair;10.49936167;2.0;20.99872926;Présente;Absente;Conforme;;;;;;;;;47550;;7283;1750602554;;;10Z2;STV Centre;;2023-07-03;2023-01-04;1;13;"{""coordinates"": [2.3534072650994604, 48.87314994592569], ""type"": ""Point""}";48.87314994592569, 2.3534072650994604
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10G;Chaussée;22;RUE DE;ROCROY;;Droit;Pair;9.93243448;2.0;19.86460223;Présente;Absente;Conforme;;;;;;;;;47588;;8272;750600200;;;10Z1;STV Centre;;2023-01-13;2023-01-04;22;26;"{""coordinates"": [2.3510712629691475, 48.880333911262916], ""type"": ""Point""}";48.880333911262916, 2.3510712629691475
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8E;Chaussée;23;AV DES;CHAMPS ELYSEES;;Droit;Impair;10.27204387;2.0;20.543829;Abimé;Absente;SH Non-conforme;;;;;;;;;46717;;1736;1750603679;;;08Z1;STV Nord-Ouest;;2023-01-18;2022-08-19;15;31;"{""coordinates"": [2.308012733002975, 48.86955205004788], ""type"": ""Point""}";48.86955205004788, 2.308012733002975
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12E;Chaussée;13;RUE;PARROT;;Droit;Impair;11.99706768;2.0;23.99434547;Présente;Absente;Conforme;;;;;;;;;51939;;6995;1750611946;;;12ZA;STV Sud-Est;;2024-07-24;2024-07-09;11;15;"{""coordinates"": [2.3743458507597603, 48.84701293179363], ""type"": ""Point""}";48.84701293179363, 2.3743458507597603
LIVRAISON;ZL permanente;Longitudinal;15;1;1;15F;Chaussée;28;RUE;DUPLEIX;;Droit;Pair;12.49995671;2.0;24.99950393;Présente;Absente;Conforme;;;;;;;;;51835;;3036;750610766;;;15Z1;STV Sud-Ouest;;2024-07-31;2024-07-28;28;34;"{""coordinates"": [2.2954554773384284, 48.8504629140026], ""type"": ""Point""}";48.8504629140026, 2.2954554773384284
LIVRAISON;ZL permanente;Longitudinal;3;1;1;3E;Contre allée;28;RUE;REAUMUR;;Droit;Pair;9.86305594;2.0;19.72634677;Présente;Absente;Conforme;;;;;;;;;26826;;8073;750605223;;;03Z1;STV Centre;;2019-06-26;2020-08-31;24;40;"{""coordinates"": [2.357974885626688, 48.86519518154097], ""type"": ""Point""}";48.86519518154097, 2.357974885626688
LIVRAISON;ZL permanente;Longitudinal;7;1;1;7L;Chaussée;1;RUE DE;COURTY;;Droit;Impair;8.55481004;2.0;17.10942375;Présente;Absente;Conforme;;;;;;;;;51993;;2399;1750607084;;;07Z3;STV Sud;;2024-07-31;2024-07-30;1;3;"{""coordinates"": [2.3202967870078868, 48.861033596638784], ""type"": ""Point""}";48.861033596638784, 2.3202967870078868
LIVRAISON;ZL périodique;Longitudinal;3;1;1;3E;Chaussée;15;RUE;VOLTA;;Droit;Impair;10.20937597;2.0;20.4184392;Présente;Absente;Conforme;;;;;;;;;26829;;9871;1750605093;;;03Z1;STV Centre;;2025-09-10;2025-01-01;13;15;"{""coordinates"": [2.3572174445916523, 48.865407824468974], ""type"": ""Point""}";48.865407824468974, 2.3572174445916523
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20F;Chaussée;1;PL;AUGUSTE METIVIER;;Droit;Inconnu;8.48155397;2.0;16.96333057;Présente;Absente;Conforme;;;;;;;;;49438;;0534;1750606161;;;20Z1;STV Nord-Est;;2023-05-02;2023-03-01;0;0;"{""coordinates"": [2.387860057208067, 48.86306665816933], ""type"": ""Point""}";48.86306665816933, 2.387860057208067
LIVRAISON;ZL permanente;Longitudinal;3;1;1;3E;Chaussée;13;RUE DU;GRENIER SAINT-LAZARE;espace logistique;Droit;Inconnu;18.17713389;2.0;36.35405774;Présente;Avec panonceau;SV Non-conforme;;8;;;;;;;39151;;4282;750606224;;;03Z2;STV Centre;;2024-08-21;2020-08-01;0;0;"{""coordinates"": [2.3530809999042663, 48.86294884944716], ""type"": ""Point""}";48.86294884944716, 2.3530809999042663
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20N;Lincoln;2;VLA;GAGLIARDINI;;Droit;Pair;11.65611006;2.0;23.31190517;Présente;Absente;Conforme;;;;;;;;;25097;;3918;750601707;;;20Z2;STV Nord-Est;;2019-10-02;2020-08-31;2;10;"{""coordinates"": [2.4032680358111933, 48.87549272582293], ""type"": ""Point""}";48.87549272582293, 2.4032680358111933
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18G;Chaussée;15;RUE;RAMEY;;Droit;Impair;5.49999511;2.0;10.9997584;Présente;Absente;Conforme;;;;;;;;;25601;;8029;1750594020;;;18Z3;STV Nord-Ouest;;2021-08-24;2021-04-01;11;17;"{""coordinates"": [2.3471490557228147, 48.88769836058831], ""type"": ""Point""}";48.88769836058831, 2.3471490557228147
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18M;Chaussée;11;RUE;PIERRE MAUROY;;Droit;Impair;10.01392575;2.0;20.02806785;Présente;Absente;Conforme;;;;;;;;;52129;;7361;1750620400;;;18Z2;STV Nord-Ouest;;2024-09-10;2024-09-10;7;11;"{""coordinates"": [2.358045663015312, 48.89544940851444], ""type"": ""Point""}";48.89544940851444, 2.358045663015312
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11K;Chaussée;5;RUE;JEAN MACE;;Droit;Impair;10.95293707;2.0;21.90616;Présente;Absente;Conforme;;;;;;;;;49004;;4817;1750609792;;;11Z4;STV Nord-Est;;2023-03-08;2022-08-30;1;17;"{""coordinates"": [2.3840988569288624, 48.852913650398285], ""type"": ""Point""}";48.852913650398285, 2.3840988569288624
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11G;Chaussée;13;RUE;OBERKAMPF;;Droit;Impair;14.50807077;2.0;29.0165433;Présente;Absente;Conforme;;;;;;;;;46144;;6802;1750606151;;;11Z1;STV Nord-Est;;2022-08-31;2022-06-01;7;21;"{""coordinates"": [2.368707829324892, 48.86322917597663], ""type"": ""Point""}";48.86322917597663, 2.368707829324892
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13P;Chaussée;73;RUE DES;GRANDS MOULINS;;vis-à-vis;Pair;7.07925755;2.0;14.15852616;Présente;Absente;Conforme;;;;;;;;;28256;;4251;750617774;;;13Z6;STV Sud-Est;;2020-07-28;2020-07-07;54;78;"{""coordinates"": [2.375118521100189, 48.82731694735716], ""type"": ""Point""}";48.82731694735716, 2.375118521100189
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15G;Chaussée;7;RUE;VALENTIN HAUY;;Droit;Impair;10.03670743;2.0;20.07356172;Présente;Absente;Conforme;;;;;;;;;52232;;9614;1750612079;;;15Z4;STV Sud-Ouest;;2024-10-03;2023-08-09;7;15;"{""coordinates"": [2.3097264910726034, 48.846778155991736], ""type"": ""Point""}";48.846778155991736, 2.3097264910726034
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9G;Chaussée;5;RUE;LA FAYETTE;;Centre;Impair;9.80761736;2.0;19.6149699;Présente;Absente;Conforme;;;;;;;;;49147;;5159;1750594683;;;5;STV Centre;;2024-06-07;2024-06-06;5;9;"{""coordinates"": [2.3345606023552254, 48.87343277584439], ""type"": ""Point""}";48.87343277584439, 2.3345606023552254
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9G;Chaussée;35;RUE;LA FAYETTE;;Centre;Impair;16.63645479;2.0;33.27262367;Présente;Absente;Conforme;;;;;;;;;49153;;5159;1750602069;;;4;STV Centre;;2024-06-07;2024-06-06;35;41;"{""coordinates"": [2.338486184997269, 48.87446463514761], ""type"": ""Point""}";48.87446463514761, 2.338486184997269
LIVRAISON;ZL périodique;Longitudinal;6;1;1;6G;Lincoln;96;RUE;NOTRE-DAME DES CHAMPS;;Droit;Pair;9.59405917;2.0;19.18814326;Présente;Absente;Conforme;;5;;;;;;;30463;;6779;750614071;;;06Z3;STV Sud;;2022-02-10;2022-02-10;96;128;"{""coordinates"": [2.3331540632453613, 48.84121392084662], ""type"": ""Point""}";48.84121392084662, 2.3331540632453613
LIVRAISON;ZL permanente;Longitudinal;11;2;2;11E;Chaussée;42;AV DE LA;REPUBLIQUE;;Droit;Pair;19.96862386;2.0;39.93631489;Présente;Absente;Conforme;;;;;;;;;49227;;8146;750605057;;;11Z1;STV Nord-Est;;2023-04-06;2022-08-30;38;44;"{""coordinates"": [2.3736181886998677, 48.86541349447176], ""type"": ""Point""}";48.86541349447176, 2.3736181886998677
LIVRAISON;ZL périodique;Longitudinal;15;2;2;15N;Chaussée;152;RUE;SAINT-CHARLES;*** sauf les jours de marché;Droit;Pair;19.61523664;2.0;39.2303989;Présente;Absente;Conforme;;;;;;;;;52299;;8794;750613471;;;15Z2;STV Sud-Ouest;;2024-10-14;2023-08-10;146;156;"{""coordinates"": [2.2818127466140132, 48.84242575371388], ""type"": ""Point""}";48.84242575371388, 2.2818127466140132
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12K;Chaussée;247;RUE DE;CHARENTON;;Droit;Impair;10.01310137;2.0;20.02574902;Présente;Absente;Conforme;;;;;;;;;52308;;1799;1750615257;;;12ZE;STV Sud-Est;;2024-10-21;2024-10-21;245;255;"{""coordinates"": [2.391855999815849, 48.8365364363514], ""type"": ""Point""}";48.8365364363514, 2.391855999815849
LIVRAISON;ZL permanente;Longitudinal;16;1;1;16Y;Chaussée;12;RUE;CLAUDE LORRAIN;;Droit;Pair;10.58834983;2.0;21.17647191;Présente;Absente;Conforme;;0;;;;;;;55831;;2086;750613841;;;16Z6;STV Sud-Ouest;;2025-11-18;2025-11-18;8;16;"{""coordinates"": [2.261909339041151, 48.84100512346218], ""type"": ""Point""}";48.84100512346218, 2.261909339041151
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10F;Chaussée;4;RUE;PIERRE DUPONT;;Droit;Impair;9.86759763;2.0;19.73534567;Présente;Absente;Conforme;;;;;;;;;52895;;7387;1750600564;;;10Z3;STV Centre;;2025-02-04;2025-02-04;1;9;"{""coordinates"": [2.364552081300694, 48.87887015995943], ""type"": ""Point""}";48.87887015995943, 2.364552081300694
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16I;Chaussée;35;RUE DE;LONGCHAMP;;Droit;Impair;11.0042807;2.0;22.00827584;Présente;Absente;Conforme;;;;;;;;;55865;;5683;1750605222;;;16Z2;STV Sud-Ouest;;2025-11-24;2025-11-24;29;35;"{""coordinates"": [2.2895147074689275, 48.86498840650816], ""type"": ""Point""}";48.86498840650816, 2.2895147074689275
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11L;Chaussée;7;RUE;ALEXANDRE DUMAS;;Droit;Impair;11.46274889;2.0;22.92504069;Présente;Absente;Conforme;;;;;;;;;53051;;0179;1750609758;;;11Z4;STV Nord-Est;;2025-02-11;2025-02-11;1;35;"{""coordinates"": [2.3895049225009704, 48.85295498412024], ""type"": ""Point""}";48.85295498412024, 2.3895049225009704
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19H;Lincoln;52;AV;JEAN JAURES;;Droit;Pair;10.0633877;2.0;20.12690744;Présente;Absente;Conforme;;;;;;;;;53242;;4810;750599370;;;19Z4;STV Nord-Est;;2025-02-28;2025-02-28;40;54;"{""coordinates"": [2.3748141332018595, 48.883944859880245], ""type"": ""Point""}";48.883944859880245, 2.3748141332018595
LIVRAISON;ZL permanente;Longitudinal;20;1;1;20G;Chaussée;65;RUE DE;BUZENVAL;;vis-à-vis;Pair;10.00065736;2.0;20.00128801;Présente;Absente;Conforme;;;;;;;;;53290;;1396;750609674;;;20Z4;STV Nord-Est;;2025-03-03;2025-03-03;72;90;"{""coordinates"": [2.4007209001212897, 48.85308014571968], ""type"": ""Point""}";48.85308014571968, 2.4007209001212897
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14N;Lincoln;39;RUE;DELAMBRE;;Droit;Impair;10.02816327;2.0;20.05644649;Présente;Absente;Conforme;;;;;;;;;53365;;2667;1750613714;;;14Z4A;STV Sud;;2025-03-10;2025-03-10;25;43;"{""coordinates"": [2.3258185922142176, 48.84137043383858], ""type"": ""Point""}";48.84137043383858, 2.3258185922142176
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14N;Faux lincoln;2;RUE;DELAMBRE;;Droit;Impair;9.8614744;2.0;19.72289243;Présente;Absente;Conforme;;;;;;;;;53389;;2667;1750613641;;;14Z4A;STV Sud;;2025-03-10;2025-03-10;1;19;"{""coordinates"": [2.329103976820648, 48.841867318315295], ""type"": ""Point""}";48.841867318315295, 2.329103976820648
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16T;Chaussée;18;AV;THEOPHILE GAUTIER;;Droit;Pair;14.411335;2.0;28.82266113;Présente;Absente;Conforme;;0;;;;;;;;925301D200509054921;9231;750610662;;;16Z4;STV Sud-Ouest;;2019-01-04;2020-08-31;2;20;"{""coordinates"": [2.273771576234537, 48.85059899808295], ""type"": ""Point""}";48.85059899808295, 2.273771576234537
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16W;Chaussée;11;RUE;POUSSIN;;Droit;Impair;8.96882115;2.0;17.93757129;Présente;Absente;Conforme;;0;;;;;;;;777403G20140115102751;7746;1750611238;;;16Z5;STV Sud-Ouest;;2019-01-04;2020-08-31;9;11;"{""coordinates"": [2.2643625536253564, 48.848760442666325], ""type"": ""Point""}";48.848760442666325, 2.2643625536253564
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20R;Lincoln;75;RUE;PELLEPORT;;vis-à-vis;Pair;15.52606996;2.0;31.05196163;Abimé;Absente;SH Non-conforme;;0;;;;;;;;722812D20100105105402;7177;750604024;;;20Z2;STV Nord-Est;;2019-01-04;2020-08-31;96;106;"{""coordinates"": [2.4010995039137852, 48.86873245350654], ""type"": ""Point""}";48.86873245350654, 2.4010995039137852
